学生学院,年级,班级,预警级别,学号,不及格课程总学分,不及格门次
机械工程学院,2018,0720181,蓝色预警,072018124,3,1
机械工程学院,2018,0720181,橙色预警,072018130,19.5,7
机械工程学院,2018,0720181,蓝色预警,072018133,3,1
机械工程学院,2018,0720181,黄色预警,072018144,13,3
机械工程学院,2018,0720181,黄色预警,072018145,8,2
机械工程学院,2018,0720181,蓝色预警,072418101,3,1
机械工程学院,2018,0720181,蓝色预警,072418211,2,1
机械工程学院,2018,0726181,蓝色预警,072618101,6,1
机械工程学院,2018,0726181,红色预警,072618102,41,5
机械工程学院,2018,0726181,蓝色预警,072618104,5,1
机械工程学院,2018,0726181,蓝色预警,072618106,5,1
机械工程学院,2018,0726181,蓝色预警,072618107,3,1
机械工程学院,2018,0726181,红色预警,072618108,30,3
机械工程学院,2018,0726181,红色预警,072618110,42,6
机械工程学院,2018,0726181,红色预警,072618111,24,3
机械工程学院,2018,0726181,黄色预警,072618112,11,2
机械工程学院,2018,0726181,蓝色预警,072618116,5,1
机械工程学院,2018,0726181,黄色预警,072618117,10,2
机械工程学院,2018,0726181,红色预警,072618118,34,5
机械工程学院,2018,0726181,红色预警,072618122,41,5
机械工程学院,2018,0726181,黄色预警,072618123,16,3
机械工程学院,2018,0726181,蓝色预警,072618124,4,1
机械工程学院,2018,0726181,蓝色预警,072618127,6,1
机械工程学院,2018,0726181,蓝色预警,072618130,6,1
机械工程学院,2018,0726181,红色预警,072618132,40,5
机械工程学院,2018,0726181,黄色预警,072618134,11,2
机械工程学院,2018,0726181,蓝色预警,072618135,5,1
机械工程学院,2018,0726181,蓝色预警,072618137,5,1
机械工程学院,2018,0726181,红色预警,072618138,38.5,7
机械工程学院,2018,0726181,黄色预警,072618139,23,3
机械工程学院,2018,0726182,蓝色预警,072618204,5,1
机械工程学院,2018,0726182,黄色预警,072618205,15,3
机械工程学院,2018,0726182,蓝色预警,072618208,4,1
机械工程学院,2018,0726182,蓝色预警,072618209,5,1
机械工程学院,2018,0726182,黄色预警,072618211,22,3
机械工程学院,2018,0726182,蓝色预警,072618212,6,1
机械工程学院,2018,0726182,蓝色预警,072618213,6,1
机械工程学院,2018,0726182,红色预警,072618214,24,3
机械工程学院,2018,0726182,红色预警,072618216,43,6
机械工程学院,2018,0726182,红色预警,072618221,36,6
机械工程学院,2018,0726182,黄色预警,072618222,15,3
机械工程学院,2018,0726182,黄色预警,072618225,23,3
机械工程学院,2018,0726182,红色预警,072618227,33,5
机械工程学院,2018,0726182,黄色预警,072618228,11,2
机械工程学院,2018,0726182,黄色预警,072618229,10,2
机械工程学院,2018,0726182,蓝色预警,072618230,6,1
机械工程学院,2018,0726182,蓝色预警,072618232,6,1
机械工程学院,2018,0726182,红色预警,072618235,31,5
机械工程学院,2018,0726182,黄色预警,072618236,22,4
机械工程学院,2018,0726182,蓝色预警,072618239,5,1
机械工程学院,2018,0726182,红色预警,072618242,27,4
机械工程学院,2018,0732181,蓝色预警,073218102,3,1
机械工程学院,2018,0732181,蓝色预警,073218103,3,1
机械工程学院,2018,0732181,蓝色预警,073218106,3,1
机械工程学院,2018,0732181,黄色预警,073218108,10,3
机械工程学院,2018,0732181,黄色预警,073218113,8,2
机械工程学院,2018,0732181,橙色预警,073218114,18,6
机械工程学院,2018,0732181,蓝色预警,073218116,3,1
机械工程学院,2018,0732181,蓝色预警,073218117,3,1
机械工程学院,2018,0732181,蓝色预警,073218120,3,1
机械工程学院,2018,0732181,蓝色预警,073218121,2,1
机械工程学院,2018,0732181,黄色预警,073218122,11,3
机械工程学院,2018,0732181,蓝色预警,073218123,2,1
机械工程学院,2018,0732181,蓝色预警,073218125,3,1
机械工程学院,2018,0732181,蓝色预警,073218127,5,1
机械工程学院,2018,0732181,蓝色预警,073218128,2,1
机械工程学院,2018,0732181,黄色预警,073218131,11,3
机械工程学院,2018,0732181,红色预警,073218132,25,7
机械工程学院,2018,0732181,蓝色预警,073218133,3,1
机械工程学院,2018,0732181,黄色预警,073218134,5,2
机械工程学院,2018,0732181,黄色预警,073218135,10,3
机械工程学院,2018,0732181,黄色预警,073218136,14,3
机械工程学院,2018,0732181,黄色预警,073218138,8,2
机械工程学院,2018,0732181,蓝色预警,073218144,3,1
机械工程学院,2018,Z071181,蓝色预警,Z07118102,3,1
机械工程学院,2018,Z071181,黄色预警,Z07118103,7,2
机械工程学院,2018,Z071181,蓝色预警,Z07118105,2,1
机械工程学院,2018,Z071181,蓝色预警,Z07118106,3,1
机械工程学院,2018,Z071181,蓝色预警,Z07118111,5,1
机械工程学院,2018,Z071181,黄色预警,Z07118112,12,3
机械工程学院,2018,Z071181,蓝色预警,Z07118117,4,1
机械工程学院,2018,Z071181,蓝色预警,Z07118119,3,1
机械工程学院,2018,Z071181,黄色预警,Z07118122,8,2
机械工程学院,2018,Z071181,蓝色预警,Z07118123,2,1
机械工程学院,2018,Z071181,蓝色预警,Z07118129,3,1
机械工程学院,2018,Z071181,蓝色预警,Z07118133,3,1
机械工程学院,2018,Z071181,蓝色预警,Z07118137,3,1
机械工程学院,2018,Z071181,蓝色预警,Z07118141,5,1
机械工程学院,2018,Z071182,蓝色预警,Z07118211,4,1
机械工程学院,2018,Z071182,黄色预警,Z07118212,13,3
机械工程学院,2018,Z071182,黄色预警,Z07118213,14,4
机械工程学院,2018,Z071182,黄色预警,Z07118217,8,2
机械工程学院,2018,Z071182,黄色预警,Z07118219,8,2
机械工程学院,2018,Z071182,蓝色预警,Z07118222,3,1
机械工程学院,2018,Z071182,黄色预警,Z07118227,13,4
机械工程学院,2018,Z071182,黄色预警,Z07118228,7,3
机械工程学院,2018,Z071182,蓝色预警,Z07118230,1,1
机械工程学院,2018,Z071182,蓝色预警,Z07118232,1,1
机械工程学院,2018,Z071182,蓝色预警,Z07118236,5,1
机械工程学院,2018,Z071182,橙色预警,Z07118239,21,5
机械工程学院,2018,Z071182,黄色预警,Z07118242,8,2
机械工程学院,2018,Z071182,黄色预警,Z07118243,8,2
机械工程学院,2018,ZB09181,蓝色预警,ZB0918108,4.5,1
机械工程学院,2018,ZB09181,蓝色预警,ZB0918117,3,1
机械工程学院,2018,ZB09181,蓝色预警,ZB0918127,3,1
机械工程学院,2018,ZB09181,蓝色预警,ZB0918134,4.5,1
机械工程学院,2018,ZB63181,黄色预警,ZB6318101,9,2
机械工程学院,2018,ZB63181,蓝色预警,ZB6318103,4,1
机械工程学院,2018,ZB63181,蓝色预警,ZB6318104,4,1
机械工程学院,2018,ZB63181,黄色预警,ZB6318105,8.5,2
机械工程学院,2018,ZB63181,蓝色预警,ZB6318108,4,1
机械工程学院,2018,ZB63181,蓝色预警,ZB6318109,4,1
机械工程学院,2018,ZB63181,黄色预警,ZB6318111,5,2
机械工程学院,2018,ZB63181,蓝色预警,ZB6318114,4,1
机械工程学院,2018,ZB63181,蓝色预警,ZB6318116,1,1
机械工程学院,2018,ZB63181,蓝色预警,ZB6318118,4,1
机械工程学院,2018,ZB63181,黄色预警,ZB6318120,7,2
机械工程学院,2018,ZB63181,蓝色预警,ZB6318121,4,1
机械工程学院,2018,ZB63181,黄色预警,ZB6318122,7.5,2
机械工程学院,2018,ZB63181,蓝色预警,ZB6318123,1,1
机械工程学院,2018,ZB63181,橙色预警,ZB6318124,23,6
机械工程学院,2018,ZB63181,黄色预警,ZB6318125,11.5,3
机械工程学院,2018,ZB63181,黄色预警,ZB6318126,11.5,3
机械工程学院,2018,ZB63181,橙色预警,ZB6318131,20,5
机械工程学院,2018,ZB63181,蓝色预警,ZB6318132,4,1
机械工程学院,2018,ZB63181,黄色预警,ZB6318135,15.5,4
机械工程学院,2018,ZB63181,蓝色预警,ZB6318136,4,1
机械工程学院,2018,ZB63181,黄色预警,ZB6318138,7,2
机械工程学院,2018,ZB63181,黄色预警,ZB6318139,7,2
机械工程学院,2018,ZB63181,蓝色预警,ZB6318140,4,1
机械工程学院,2018,ZB63181,蓝色预警,ZB6318143,4,1
机械工程学院,2018,ZB63182,蓝色预警,ZB6318202,1,1
机械工程学院,2018,ZB63182,蓝色预警,ZB6318203,1,1
机械工程学院,2018,ZB63182,蓝色预警,ZB6318204,1,1
机械工程学院,2018,ZB63182,蓝色预警,ZB6318205,1,1
机械工程学院,2018,ZB63182,蓝色预警,ZB6318206,1,1
机械工程学院,2018,ZB63182,黄色预警,ZB6318207,8,3
机械工程学院,2018,ZB63182,黄色预警,ZB6318209,9.5,3
机械工程学院,2018,ZB63182,黄色预警,ZB6318210,10,3
机械工程学院,2018,ZB63182,蓝色预警,ZB6318211,1,1
机械工程学院,2018,ZB63182,黄色预警,ZB6318212,5,2
机械工程学院,2018,ZB63182,蓝色预警,ZB6318213,1,1
机械工程学院,2018,ZB63182,蓝色预警,ZB6318214,1,1
机械工程学院,2018,ZB63182,黄色预警,ZB6318215,8,3
机械工程学院,2018,ZB63182,蓝色预警,ZB6318217,1,1
机械工程学院,2018,ZB63182,蓝色预警,ZB6318218,1,1
机械工程学院,2018,ZB63182,黄色预警,ZB6318219,12.5,4
机械工程学院,2018,ZB63182,蓝色预警,ZB6318220,1,1
机械工程学院,2018,ZB63182,蓝色预警,ZB6318221,4,1
机械工程学院,2018,ZB63182,黄色预警,ZB6318222,11.5,3
机械工程学院,2018,ZB63182,黄色预警,ZB6318223,5,2
机械工程学院,2018,ZB63182,蓝色预警,ZB6318226,4,1
机械工程学院,2018,ZB63182,蓝色预警,ZB6318228,1,1
机械工程学院,2018,ZB63182,黄色预警,ZB6318229,5,2
机械工程学院,2018,ZB63182,蓝色预警,ZB6318230,1,1
计算机科学与工程学院,2012,Y121121,蓝色预警,Y12112129,4,1
计算机科学与工程学院,2013,0904132,黄色预警,090413209,7.5,3
计算机科学与工程学院,2013,0922131,蓝色预警,092213106,5,1
计算机科学与工程学院,2013,0922131,蓝色预警,092213109,5,1
计算机科学与工程学院,2013,0922132,蓝色预警,092213202,2,1
计算机科学与工程学院,2013,0922132,蓝色预警,092213207,5,1
计算机科学与工程学院,2013,0922132,蓝色预警,092213214,3,1
计算机科学与工程学院,2013,0922132,蓝色预警,092213218,2,1
计算机科学与工程学院,2013,0923131,红色预警,092313101,35,8
计算机科学与工程学院,2013,0923131,黄色预警,092313112,22,4
计算机科学与工程学院,2013,Z091131,蓝色预警,090313104,3,1
计算机科学与工程学院,2013,Z091132,黄色预警,090313216,9,3
计算机科学与工程学院,2013,Z092132,黄色预警,092113227,21,4
计算机科学与工程学院,2014,0902141,黄色预警,090214128,10,3
计算机科学与工程学院,2014,0902142,橙色预警,090214210,21,6
计算机科学与工程学院,2014,0902142,蓝色预警,090214212,4,1
计算机科学与工程学院,2014,0904142,蓝色预警,090414219,5,1
计算机科学与工程学院,2014,0922141,黄色预警,092214110,11,3
计算机科学与工程学院,2014,0922141,黄色预警,092214111,5,2
计算机科学与工程学院,2014,0922141,红色预警,092214119,37.5,10
计算机科学与工程学院,2014,0922141,橙色预警,092214120,21,6
计算机科学与工程学院,2014,0922142,蓝色预警,092214204,3,1
计算机科学与工程学院,2014,0922142,蓝色预警,092214206,5,1
计算机科学与工程学院,2014,0922142,黄色预警,092214217,14,4
计算机科学与工程学院,2014,0922142,黄色预警,092214218,12,3
计算机科学与工程学院,2014,0922142,橙色预警,092214219,17,5
计算机科学与工程学院,2014,0922142,黄色预警,092214236,11,3
计算机科学与工程学院,2014,0926142,黄色预警,092614223,11,3
计算机科学与工程学院,2014,Z093141,红色预警,Z09314105,55,15
计算机科学与工程学院,2014,Z093141,黄色预警,Z09314106,7,2
计算机科学与工程学院,2014,Z093141,蓝色预警,Z09314111,3,1
计算机科学与工程学院,2014,Z093141,橙色预警,Z09314114,23,7
计算机科学与工程学院,2014,Z093141,橙色预警,Z09314117,20.5,6
计算机科学与工程学院,2014,Z093141,红色预警,Z09314130,42.5,13
计算机科学与工程学院,2014,Z093142,蓝色预警,Z09314235,5,1
计算机科学与工程学院,2014,Z094141,蓝色预警,Z09414120,4,1
计算机科学与工程学院,2014,Z094142,红色预警,Z09414210,32,10
计算机科学与工程学院,2015,0922151,黄色预警,092215103,5,2
计算机科学与工程学院,2015,0922151,红色预警,092215110,49,11
计算机科学与工程学院,2015,0922151,橙色预警,092215111,16,5
计算机科学与工程学院,2015,0922151,红色预警,092215112,66,17
计算机科学与工程学院,2015,0922151,红色预警,092215113,86,26
计算机科学与工程学院,2015,0922151,红色预警,092215114,38,9
计算机科学与工程学院,2015,0922151,蓝色预警,092215115,14,1
计算机科学与工程学院,2015,0922151,黄色预警,092215117,6,2
计算机科学与工程学院,2015,0922151,黄色预警,092215118,11,4
计算机科学与工程学院,2015,0922151,红色预警,092215121,29,6
计算机科学与工程学院,2015,0922151,黄色预警,092215122,4,2
计算机科学与工程学院,2015,0922151,蓝色预警,092215129,14,1
计算机科学与工程学院,2015,0922151,黄色预警,092215132,8,2
计算机科学与工程学院,2015,0922151,黄色预警,092215135,7,3
计算机科学与工程学院,2015,0922152,黄色预警,092215202,9,3
计算机科学与工程学院,2015,0922152,黄色预警,092215203,14,4
计算机科学与工程学院,2015,0922152,黄色预警,092215204,11,4
计算机科学与工程学院,2015,0922152,蓝色预警,092215210,3,1
计算机科学与工程学院,2015,0922152,蓝色预警,092215214,2,1
计算机科学与工程学院,2015,0922152,黄色预警,092215217,8,3
计算机科学与工程学院,2015,0922152,蓝色预警,092215225,3,1
计算机科学与工程学院,2015,0922152,红色预警,092215238,50,18
计算机科学与工程学院,2015,0926151,红色预警,092615108,24.5,8
计算机科学与工程学院,2015,0926151,蓝色预警,092615116,14,1
计算机科学与工程学院,2015,0926151,蓝色预警,092615121,4,1
计算机科学与工程学院,2015,0926151,红色预警,092615124,46,12
计算机科学与工程学院,2015,0926152,红色预警,092615201,43.5,12
计算机科学与工程学院,2015,0926152,黄色预警,092615206,12,3
计算机科学与工程学院,2015,0926152,黄色预警,092615210,13,3
计算机科学与工程学院,2015,0926152,黄色预警,092615213,10,3
计算机科学与工程学院,2015,0926152,黄色预警,092615215,8,2
计算机科学与工程学院,2015,0926152,黄色预警,092615216,8,2
计算机科学与工程学院,2015,0926152,黄色预警,092615217,7,2
计算机科学与工程学院,2015,0926152,红色预警,092615218,42.5,13
计算机科学与工程学院,2015,0926152,红色预警,092615221,50,11
计算机科学与工程学院,2015,0926152,红色预警,092615223,70,18
计算机科学与工程学院,2015,0926152,蓝色预警,092615240,3,1
计算机科学与工程学院,2015,0927151,红色预警,092715101,71.5,21
计算机科学与工程学院,2015,0927151,红色预警,092715104,65,17
计算机科学与工程学院,2015,0927151,蓝色预警,092715113,4,1
计算机科学与工程学院,2015,0927151,橙色预警,092715114,22.5,7
计算机科学与工程学院,2015,0927151,红色预警,092715121,43,12
计算机科学与工程学院,2015,0927151,蓝色预警,092715122,0.5,1
计算机科学与工程学院,2015,0927151,红色预警,092715130,31,9
计算机科学与工程学院,2015,0927151,蓝色预警,092715132,5,1
计算机科学与工程学院,2015,0927152,黄色预警,092715202,7,2
计算机科学与工程学院,2015,0927152,黄色预警,092715209,7,2
计算机科学与工程学院,2015,0927152,黄色预警,092715213,10,3
计算机科学与工程学院,2015,0927152,红色预警,092715222,27,5
计算机科学与工程学院,2015,0927152,黄色预警,092715223,12,4
计算机科学与工程学院,2015,0927152,红色预警,092715228,33,9
计算机科学与工程学院,2015,0927152,红色预警,092715232,36,9
计算机科学与工程学院,2015,0928151,黄色预警,092815109,8,2
计算机科学与工程学院,2015,0928151,黄色预警,092815111,8,3
计算机科学与工程学院,2015,Z093151,红色预警,Z09314217,73.5,19
计算机科学与工程学院,2015,Z093151,红色预警,Z09315105,89,22
计算机科学与工程学院,2015,Z093152,黄色预警,Z09315215,13,4
计算机科学与工程学院,2015,Z093152,蓝色预警,Z09315224,3,1
计算机科学与工程学院,2015,Z093152,红色预警,Z09315225,40,9
计算机科学与工程学院,2015,Z094151,蓝色预警,Z09415104,5,1
计算机科学与工程学院,2015,Z094151,黄色预警,Z09415107,9,3
计算机科学与工程学院,2015,Z094152,黄色预警,Z09415205,8,2
计算机科学与工程学院,2015,Z094152,红色预警,Z09415214,31.5,6
计算机科学与工程学院,2015,Z094152,黄色预警,Z09415216,9.5,3
计算机科学与工程学院,2015,Z094152,黄色预警,Z09415217,14.5,2
计算机科学与工程学院,2015,Z094152,红色预警,Z09415223,46,11
计算机科学与工程学院,2015,Z094152,黄色预警,Z09415224,11,3
计算机科学与工程学院,2016,0922161,蓝色预警,092216101,3,1
计算机科学与工程学院,2016,0922161,黄色预警,092216102,5,2
计算机科学与工程学院,2016,0922161,红色预警,092216103,34,9
计算机科学与工程学院,2016,0922161,红色预警,092216105,32,9
计算机科学与工程学院,2016,0922161,黄色预警,092216107,6,2
计算机科学与工程学院,2016,0922161,蓝色预警,092216109,5,1
计算机科学与工程学院,2016,0922161,橙色预警,092216110,22,6
计算机科学与工程学院,2016,0922161,黄色预警,092216111,7,2
计算机科学与工程学院,2016,0922161,橙色预警,092216112,16,5
计算机科学与工程学院,2016,0922161,黄色预警,092216113,12,4
计算机科学与工程学院,2016,0922161,蓝色预警,092216114,3,1
计算机科学与工程学院,2016,0922161,蓝色预警,092216118,4,1
计算机科学与工程学院,2016,0922161,蓝色预警,092216121,3,1
计算机科学与工程学院,2016,0922161,黄色预警,092216122,5,3
计算机科学与工程学院,2016,0922161,黄色预警,092216125,10,3
计算机科学与工程学院,2016,0922161,蓝色预警,092216128,3,1
计算机科学与工程学院,2016,0922161,橙色预警,092216129,18,5
计算机科学与工程学院,2016,0922161,红色预警,092216131,24,7
计算机科学与工程学院,2016,0922161,蓝色预警,092216132,3,1
计算机科学与工程学院,2016,0922161,橙色预警,092216135,21,6
计算机科学与工程学院,2016,0922162,橙色预警,092216202,16,5
计算机科学与工程学院,2016,0922162,红色预警,092216204,39,10
计算机科学与工程学院,2016,0922162,红色预警,092216205,29,9
计算机科学与工程学院,2016,0922162,红色预警,092216207,31.5,11
计算机科学与工程学院,2016,0922162,蓝色预警,092216208,2,1
计算机科学与工程学院,2016,0922162,蓝色预警,092216209,3,1
计算机科学与工程学院,2016,0922162,红色预警,092216210,26,7
计算机科学与工程学院,2016,0922162,蓝色预警,092216211,3,1
计算机科学与工程学院,2016,0922162,蓝色预警,092216215,3,1
计算机科学与工程学院,2016,0922162,黄色预警,092216216,6,2
计算机科学与工程学院,2016,0922162,蓝色预警,092216217,0.5,1
计算机科学与工程学院,2016,0922162,红色预警,092216218,40,11
计算机科学与工程学院,2016,0922162,黄色预警,092216221,9,3
计算机科学与工程学院,2016,0922162,黄色预警,092216222,4,2
计算机科学与工程学院,2016,0922162,黄色预警,092216228,10,4
计算机科学与工程学院,2016,0922162,红色预警,092216229,55,15
计算机科学与工程学院,2016,0922162,黄色预警,092216230,7,2
计算机科学与工程学院,2016,0922162,蓝色预警,092216231,4,1
计算机科学与工程学院,2016,0922162,黄色预警,092216233,6,2
计算机科学与工程学院,2016,0922162,黄色预警,092216237,10,2
计算机科学与工程学院,2016,0922162,蓝色预警,092216238,3,1
计算机科学与工程学院,2016,0922162,黄色预警,092216239,6,2
计算机科学与工程学院,2016,0922162,黄色预警,092216241,13,4
计算机科学与工程学院,2016,0922162,黄色预警,092216243,6,2
计算机科学与工程学院,2016,0922162,黄色预警,092216244,5.5,3
计算机科学与工程学院,2016,0926161,蓝色预警,092616106,3,1
计算机科学与工程学院,2016,0926161,蓝色预警,092616108,2,1
计算机科学与工程学院,2016,0926161,蓝色预警,092616111,2,1
计算机科学与工程学院,2016,0926161,橙色预警,092616112,17,6
计算机科学与工程学院,2016,0926161,蓝色预警,092616113,4,1
计算机科学与工程学院,2016,0926161,黄色预警,092616115,15,4
计算机科学与工程学院,2016,0926161,红色预警,092616119,40.5,13
计算机科学与工程学院,2016,0926161,黄色预警,092616123,11,3
计算机科学与工程学院,2016,0926161,蓝色预警,092616124,5,1
计算机科学与工程学院,2016,0926161,黄色预警,092616126,6,2
计算机科学与工程学院,2016,0926161,黄色预警,092616130,6,2
计算机科学与工程学院,2016,0926161,蓝色预警,092616133,3,1
计算机科学与工程学院,2016,0927161,蓝色预警,092716108,4,1
计算机科学与工程学院,2016,0927161,红色预警,092716112,25,7
计算机科学与工程学院,2016,0927161,黄色预警,092716118,8.5,4
计算机科学与工程学院,2016,0927161,黄色预警,092716121,6,2
计算机科学与工程学院,2016,0927161,红色预警,092716122,43,12
计算机科学与工程学院,2016,0927161,蓝色预警,092716128,3,1
计算机科学与工程学院,2016,0927161,黄色预警,092716143,15,4
计算机科学与工程学院,2016,0927162,橙色预警,090214202,13,5
计算机科学与工程学院,2016,0927162,红色预警,092715214,53.5,16
计算机科学与工程学院,2016,0927162,蓝色预警,092716204,3,1
计算机科学与工程学院,2016,0927162,红色预警,092716208,28,8
计算机科学与工程学院,2016,0927162,蓝色预警,092716209,3,1
计算机科学与工程学院,2016,0927162,黄色预警,092716215,9,2
计算机科学与工程学院,2016,0927162,蓝色预警,092716216,3,1
计算机科学与工程学院,2016,0927162,蓝色预警,092716217,3,1
计算机科学与工程学院,2016,0927162,黄色预警,092716218,9,2
计算机科学与工程学院,2016,0927162,蓝色预警,092716220,3,1
计算机科学与工程学院,2016,0927162,蓝色预警,092716221,3,1
计算机科学与工程学院,2016,0927162,红色预警,092716223,35,9
计算机科学与工程学院,2016,0927162,蓝色预警,092716226,4,1
计算机科学与工程学院,2016,0927162,黄色预警,092716230,11,3
计算机科学与工程学院,2016,0927162,红色预警,092716236,34,9
计算机科学与工程学院,2016,0928161,黄色预警,092816101,6,2
计算机科学与工程学院,2016,0928161,红色预警,092816105,25,7
计算机科学与工程学院,2016,0928161,红色预警,092816106,27.5,9
计算机科学与工程学院,2016,0928161,蓝色预警,092816107,5,1
计算机科学与工程学院,2016,0928161,黄色预警,092816113,9,3
计算机科学与工程学院,2016,0928161,红色预警,092816114,55.5,17
计算机科学与工程学院,2016,0928161,黄色预警,092816121,11,3
计算机科学与工程学院,2016,0928161,红色预警,092816122,42,12
计算机科学与工程学院,2016,0928161,黄色预警,092816125,8,2
计算机科学与工程学院,2016,0928161,黄色预警,092816132,13,3
计算机科学与工程学院,2016,0928161,黄色预警,092816139,10,2
计算机科学与工程学院,2016,Z093161,黄色预警,Z09316105,13,4
计算机科学与工程学院,2016,Z093161,蓝色预警,Z09316106,4,1
计算机科学与工程学院,2016,Z093161,橙色预警,Z09316108,19,5
计算机科学与工程学院,2016,Z093161,黄色预警,Z09316109,12,4
计算机科学与工程学院,2016,Z093161,蓝色预警,Z09316115,3,1
计算机科学与工程学院,2016,Z093161,橙色预警,Z09316117,17.5,6
计算机科学与工程学院,2016,Z093161,蓝色预警,Z09316121,2,1
计算机科学与工程学院,2016,Z093161,黄色预警,Z09316122,13,4
计算机科学与工程学院,2016,Z093161,蓝色预警,Z09316123,4,1
计算机科学与工程学院,2016,Z093161,红色预警,Z09316125,26.5,9
计算机科学与工程学院,2016,Z093161,红色预警,Z09316126,44,12
计算机科学与工程学院,2016,Z093161,黄色预警,Z09316130,7,3
计算机科学与工程学院,2016,Z093161,黄色预警,Z09316132,12,4
计算机科学与工程学院,2016,Z093161,红色预警,Z09316133,26.5,10
计算机科学与工程学院,2016,Z093161,红色预警,Z09316140,44,13
计算机科学与工程学院,2016,Z093162,红色预警,Z09316201,47,15
计算机科学与工程学院,2016,Z093162,黄色预警,Z09316205,10,3
计算机科学与工程学院,2016,Z093162,橙色预警,Z09316207,17,5
计算机科学与工程学院,2016,Z093162,黄色预警,Z09316209,9,3
计算机科学与工程学院,2016,Z093162,黄色预警,Z09316210,12,4
计算机科学与工程学院,2016,Z093162,黄色预警,Z09316212,6,2
计算机科学与工程学院,2016,Z093162,红色预警,Z09316213,82.5,25
计算机科学与工程学院,2016,Z093162,红色预警,Z09316214,43,14
计算机科学与工程学院,2016,Z093162,红色预警,Z09316215,37,13
计算机科学与工程学院,2016,Z093162,黄色预警,Z09316217,6,2
计算机科学与工程学院,2016,Z093162,黄色预警,Z09316218,6,2
计算机科学与工程学院,2016,Z093162,黄色预警,Z09316219,13,4
计算机科学与工程学院,2016,Z093162,黄色预警,Z09316220,9,3
计算机科学与工程学院,2016,Z093162,橙色预警,Z09316221,15,5
计算机科学与工程学院,2016,Z093162,黄色预警,Z09316222,8,3
计算机科学与工程学院,2016,Z093162,红色预警,Z09316223,24,8
计算机科学与工程学院,2016,Z093162,橙色预警,Z09316225,16,5
计算机科学与工程学院,2016,Z093162,黄色预警,Z09316226,7,2
计算机科学与工程学院,2016,Z093162,红色预警,Z09316229,31,9
计算机科学与工程学院,2016,Z093162,蓝色预警,Z09316232,3,1
计算机科学与工程学院,2016,Z093162,红色预警,Z09316237,36.5,12
计算机科学与工程学院,2016,Z093163,黄色预警,Z09316301,13,4
计算机科学与工程学院,2016,Z093163,蓝色预警,Z09316302,3,1
计算机科学与工程学院,2016,Z093163,蓝色预警,Z09316305,4,1
计算机科学与工程学院,2016,Z093163,橙色预警,Z09316306,17,6
计算机科学与工程学院,2016,Z093163,黄色预警,Z09316307,6,2
计算机科学与工程学院,2016,Z093163,黄色预警,Z09316308,7,2
计算机科学与工程学院,2016,Z093163,橙色预警,Z09316310,17,5
计算机科学与工程学院,2016,Z093163,黄色预警,Z09316313,7,2
计算机科学与工程学院,2016,Z093163,黄色预警,Z09316314,7.5,3
计算机科学与工程学院,2016,Z093163,蓝色预警,Z09316315,3,1
计算机科学与工程学院,2016,Z093163,蓝色预警,Z09316318,4,1
计算机科学与工程学院,2016,Z093163,黄色预警,Z09316319,7,2
计算机科学与工程学院,2016,Z093163,黄色预警,Z09316320,7.5,3
计算机科学与工程学院,2016,Z093163,黄色预警,Z09316328,6,2
计算机科学与工程学院,2016,Z093163,黄色预警,Z09316331,9,3
计算机科学与工程学院,2016,Z093163,蓝色预警,Z09316332,4,1
计算机科学与工程学院,2016,Z093163,黄色预警,Z09316337,7,2
计算机科学与工程学院,2016,Z094161,橙色预警,Z09416102,19,5
计算机科学与工程学院,2016,Z094161,橙色预警,Z09416109,22,6
计算机科学与工程学院,2016,Z094161,橙色预警,Z09416110,19,5
计算机科学与工程学院,2016,Z094161,黄色预警,Z09416114,8,2
计算机科学与工程学院,2016,Z094161,蓝色预警,Z09416118,4,1
计算机科学与工程学院,2016,Z094161,黄色预警,Z09416126,17,4
计算机科学与工程学院,2016,Z094161,黄色预警,Z09416127,13,3
计算机科学与工程学院,2016,Z094161,红色预警,Z09416129,37.5,11
计算机科学与工程学院,2016,Z094161,黄色预警,Z09416136,12,3
计算机科学与工程学院,2016,Z094161,蓝色预警,Z09416141,4,1
计算机科学与工程学院,2016,Z094161,红色预警,Z09416145,34,9
计算机科学与工程学院,2016,Z094162,蓝色预警,040716115,2,1
计算机科学与工程学院,2016,Z094162,蓝色预警,Z09416201,3,1
计算机科学与工程学院,2016,Z094162,黄色预警,Z09416203,13,4
计算机科学与工程学院,2016,Z094162,黄色预警,Z09416207,11,3
计算机科学与工程学院,2016,Z094162,黄色预警,Z09416216,11,3
计算机科学与工程学院,2016,Z094162,红色预警,Z09416220,58,16
计算机科学与工程学院,2016,Z094162,蓝色预警,Z09416228,5,1
计算机科学与工程学院,2016,Z094162,蓝色预警,Z09416231,1,1
计算机科学与工程学院,2017,0922171,红色预警,092217101,34,10
计算机科学与工程学院,2017,0922171,蓝色预警,092217102,2,1
计算机科学与工程学院,2017,0922171,黄色预警,092217106,12,3
计算机科学与工程学院,2017,0922171,蓝色预警,092217112,4,1
计算机科学与工程学院,2017,0922171,蓝色预警,092217113,1,1
计算机科学与工程学院,2017,0922171,红色预警,092217114,26,7
计算机科学与工程学院,2017,0922171,蓝色预警,092217118,4,1
计算机科学与工程学院,2017,0922171,黄色预警,092217119,14,3
计算机科学与工程学院,2017,0922171,黄色预警,092217125,9,2
